Countryno,country,year,CO2_transport_capita,GDP_per_capita,gas_cons_capita,vehicles_capita,urban_pop,pop_density
2,Belgium,1980,1.607628659485181,20262.2052655668,298.5016495182895,368.6371514136316,95.381,300.0304692260819
2,Belgium,1981,1.565070308476068,18990.1341313303,275.3834016534365,351.4398926963628,95.535,300.18281535649
2,Belgium,1982,1.583758129189007,18401.4500015241,270.4868143765467,353.998679891537,95.637,300.304692260817
2,Belgium,1983,1.618382388752699,17862.9249534197,261.2748997516113,357.7041933206316,95.73699999999999,300.304692260817
2,Belgium,1984,1.621450717436135,17901.2810668614,262.6993684256668,361.7995398817316,95.83499999999999,300.2132845825719
2,Belgium,1985,1.660528358416069,17741.8355187227,253.6946502381545,366.7867940539882,95.93000000000001,300.36563071298
2,Belgium,1986,1.810010177631459,18683.4485994807,275.8110746866984,371.0647494869762,96.023,300.487507617307
2,Belgium,1987,1.863177711896192,19444.1440230618,287.4298623517943,384.3370408719953,96.11499999999999,300.73126142596
2,Belgium,1988,2.007743344956969,20955.3244914384,296.3138316953595,395.3409759276103,96.20399999999999,301.7062766605729
2,Belgium,1989,2.042726800786943,22174.1502075456,289.5036948701494,408.707814624498,96.292,302.803168799513
2,Belgium,1990,2.006545552245982,23044.8914109019,273.5924860487396,422.0320664586743,96.377,303.686776355881
2,Belgium,1991,2.049080782361033,23491.9390406788,273.6772283953418,434.1785151380354,96.461,304.844606946984
2,Belgium,1992,2.179159352197347,24233.7621192089,288.9949565750982,438.744928540847,96.542,306.0633759902499
2,Belgium,1993,2.217269614927897,24355.8971645373,281.5218442209436,446.5189709140522,96.622,307.282145033516
2,Belgium,1994,2.248012303369359,25267.6176101506,280.6555377865264,459.4555306299079,96.7,308.2266910420479
2,Belgium,1995,2.229498014710938,26120.0587547085,279.4764546759331,464.967738769058,96.777,308.866544789762
2,Belgium,1996,2.324588345532089,26172.5966638384,269.675877950546,472.8388366899885,96.851,309.475929311395
2,Belgium,1997,2.325845218340193,27685.6357886652,248.9872309329556,481.1320373336638,96.92400000000001,310.207190737355
2,Belgium,1998,2.360088319052577,28587.6796746813,246.2019043795712,489.4205088263757,96.996,310.8775137111519
2,Belgium,1999,2.372286916857211,29682.3192116252,234.0995415892895,500.0866530301304,97.065,311.5783059110299
2,Belgium,2000,2.371418119741495,31589.3844335182,218.9976832093647,510.4808616575475,97.128,312.370505789153
2,Belgium,2001,2.43910263576683,31735.7962491225,212.510098118226,516.9614093498608,97.184,313.4369287020109
2,Belgium,2002,2.419483227416423,32457.0473545754,201.978459824723,519.9616755821838,97.239,314.838513101767
2,Belgium,2003,2.499967955306664,31523.1214697546,202.8694119475917,533.4391873479485,97.292,314.3935405240707
2,Belgium,2004,2.544827882024773,31763.9643330839,185.3924384642482,546.7320233563054,97.345,315.0444241316271
2,Belgium,2005,2.459294007978343,31678.7111483935,168.1519612750423,559.4894743535823,97.39700000000001,315.5444
3,Canada,1960,2.79970823622904,11758.0418752576,657.0436141943978,292.4517783973028,69.06100000000001,1.94220369440525
3,Canada,1961,2.763942860270374,11934.4537737086,659.6245416233376,300.8422619336053,69.66800000000001,2.009235157821347
3,Canada,1962,2.840335231546148,12445.8107005251,682.6582142473408,309.1797386760763,70.494,2.046954366355786
3,Canada,1963,2.938726007171483,12820.8184647129,711.6642058637418,318.9650510308242,71.307,2.085443354656233
3,Canada,1964,3.056662354463131,13459.0420509267,735.9379042690815,328.6205192507919,72.107,2.125141996874694
3,Canada,1965,3.175119422705559,14110.3285865656,765.7790425856286,337.4232635414848,72.892,2.163960890789145
3,Canada,1966,3.316041500399043,14758.4593706042,796.1392657621708,346.4082772486873,73.642,2.204649249849618
3,Canada,1967,3.425436018028611,14920.3096577685,822.1634332745443,352.5087392368451,74.155,2.244677797682083
3,Canada,1968,3.545603548013883,15365.3551325354,863.6714230620902,364.8124642441288,74.66200000000001,2.281187352298507
3,Canada,1969,3.638006467567054,15918.7883418477,884.6300171200304,376.0505628673446,75.161,2.31241841709087
3,Canada,1970,3.779309697992872,16064.6635412909,920.8403676608517,379.7251840350599,75.654,2.344969104339249
3,Canada,1971,3.852988618668931,16637.7159104881,939.0851277180259,391.3657844837581,76.09,2.380327838205489
3,Canada,1972,4.055719585365418,17407.3857470409,988.7407859120671,408.4532082325752,75.971,2.418607446409582
3,Canada,1973,4.348796356166422,18675.6500414576,1052.553558860386,431.1207369325373,75.851,2.459931093714089
3,Canada,1974,4.457258813492721,19529.3695009721,1072.183486433507,459.7251197912608,75.73099999999999,2.504433051703908
3,Canada,1975,4.455168253694688,19482.5471868104,1092.765737429446,469.1745952411726,75.611,2.552259798471657
3,Canada,1976,4.596904498681861,20461.7663538191,1111.361510332511,482.7084829381871,75.503,2.586240076714052
3,Canada,1977,4.605395864851236,20682.8470582943,1112.75004202387,507.0084488186392,75.54300000000001,2.616811330278408
3,Canada,1978,4.791562656015976,21055.0905441978,1132.426360459311,522.8793612581457,75.583,2.643203779398714
3,Canada,1979,5.180623635539811,21896.233072767,1159.121802529143,533.3780814549032,75.623,2.669706197057022
3,Canada,1980,5.20066685642256,22107.5701053631,1149.880047167893,539.8466801592921,75.663,2.704456255065426
3,Canada,1981,5.1,22437.1043804102,1098.915662650602,540.3090640389966,75.712,2.738216596231818
3,Canada,1982,4.366716927227998,21376.656251885,999.5238473137053,551.1080870737383,75.874,2.771427094708204
3,Canada,1983,4.237900691389063,21977.0193869858,958.4773727215588,556.3794387629422,76.035,2.799359103360529
3,Canada,1984,4.326900630301143,23183.7580064263,941.2108007158976,542.6616653887249,76.19499999999999,2.826411363708843
3,Canada,1985,4.363580294503122,24162.2738210275,927.3379076401203,552.6758116539826,76.354,2.85280381282915
3,Canada,1986,4.319951152495802,24410.2270563317,921.8821553961227,563.4754478203763,76.502,2.881615569785484
3,Canada,1987,4.445951035781544,25539.2486557854,919.7740112994351,581.0219996041628,76.52200000000001,2.919664683933926
3,Canada,1988,4.663320319762038,26784.2074893449,932.8127904815021,592.3962774916471,76.542,2.957603829544367
3,Canada,1989,4.654662332444574,27427.369708885,934.2561817451331,597.7167753353191,76.562,3.010828601936986
3,Canada,1990,4.456118887409593,26972.5235727389,897.7006944694326,598.9199898659783,76.58199999999999,3.056135639593512
3,Canada,1991,4.264566098680228,25939.0732655478,856.356393629603,570.8552814153609,76.62,3.097998682576915
3,Canada,1992,4.36121169594367,25832.2413399881,857.7260050343629,569.5939327684523,76.887,3.136258386475629
3,Canada,1993,4.379988353788193,26180.2505730892,867.257809603512,568.024527235487,77.152,3.170767943291424
3,Canada,1994,4.550028431666412,27408.5067712704,883.3155754212727,570.6245622634274,77.414,3.201393741250628
3,Canada,1995,4.632418069087688,28413.6410806437,877.6998024119371,567.3854162585454,77.675,3.22801646448951
3,Canada,1996,4.694677455774656,28795.580331998,879.2493908377961,565.6737729054646,77.95099999999999,3.262975462720116
3,Canada,1997,4.792711556930957,29858.7382474152,891.2802795859567,569.6192159253665,78.34,3.297648542751919
3,Canada,1998,4.838683016011029,30283.5030363979,902.4097540655714,581.3339153831377,78.724,3.326317340608852
3,Canada,1999,4.919145420207744,31870.401068358,917.2371734340572,565.9315331703813,79.10299999999999,3.353952434208573
3,Canada,2000,4.835926252124655,33487.42629176,909.0111375801519,571.8805546623122,79.47799999999999,3.383698923737918
3,Canada,2001,4.718501764692634,33078.2387230168,911.0768646704353,570.5052809588053,79.81,3.418031101301918
3,Canada,2002,4.75990051654869,32962.728128789,921.4335820419617,580.8976954213965,79.88800000000001,3.448833288796076
3,Canada,2003,4.796375805025888,33608.5243295788,926.3795933830029,595.1057398062039,79.967,3.483363409728477
3,Canada,2004,4.896702609782778,34543.4438285848,934.7085482106579,608.6847346134113,80.045,3.518443373350884
3,Canada,2005,4.93872245605348,35404.3886252051,920.741520178262,621.8768935864273,80.122,3.55330339989729
4,Denmark,1960,.7205864787842964,11049.583489234,146.9559697641914,126.200875464708,73.687,108.118952088742
4,Denmark,1961,.7784569941542,11665.5330994755,164.3650143645915,142.7982605063721,74.417,108.8432145385886
4,Denmark,1962,.8089976024839669,12233.8141657309,177.290963948614,161.7204267907824,75.093,109.6938163795138
4,Denmark,1963,.8773646953142962,12383.9428096635,193.1910095521747,175.7478696942567,75.75700000000001,110.5613169695539
4,Denmark,1964,.9445006344672424,13370.6844386508,210.9243569348371,192.1822119325069,76.40900000000001,111.4484776964834
4,Denmark,1965,1.069549730070023,13906.0383085461,215.5909672007551,207.6260404365905,77.048,112.3203209818268
4,Denmark,1966,1.173556988698625,14237.6107603764,232.2100329325522,222.5208244911502,77.619,113.2258909605853
4,Denmark,1967,1.178817517807383,14925.7215244861,245.8971980128032,237.4793313561012,78.163,114.1221147037999
4,Denmark,1968,1.284717433081124,15672.0550817448,261.6712467699634,251.1934087370497,78.69799999999999,114.8190464951617
4,Denmark,1969,1.40641800869199,16786.9533255485,286.1897110710445,264.3149356420964,79.22199999999999,115.4557469907954
4,Denmark,1970,1.462843471487842,16978.3413144713,287.4964215115494,270.973640266878,79.73699999999999,116.3265754071277
4,Denmark,1971,1.486966077427815,17269.5785566606,296.788757730511,277.2379010935914,80.239,117.1377389662497
4,Denmark,1972,1.522559117364466,17945.4747989397,300.3047522275441,283.7274679238604,80.73099999999999,117.8096766580127
4,Denmark,1973,1.581087170672386,18878.2838374012,303.871413406305,294.695697985701,81.211,118.5239792305877
4,Denmark,1974,1.553922395450654,18034.8864783383,279.468185916508,295.2434203696736,81.68300000000001,119.0771064432381
4,Denmark,1975,1.693722081748475,17828.4167760656,300.7987174353767,304.5261476324324,82.146,119.4208638187397
4,Denmark,1976,1.730869164427839,19011.8710271578,318.5745523593836,317.0978858826417,82.59999999999999,119.7214066556526
4,Denmark,1977,1.764791775205619,19349.3937008121,324.4622740383604,325.5110482658982,82.886,120.0948548501298
4,Denmark,1978,1.802420258576777,19963.9619666239,338.1497137286433,331.857391821999,83.169,120.4684446542365
4,Denmark,1979,1.79799839782708,20532.6425951155,318.9492810058472,334.1215800094043,83.44799999999999,120.7362199150543
4,Denmark,1980,1.733350224388823,20150.1530174744,293.771631498331,325.0829802631474,83.723,120.8831288343558
4,Denmark,1981,1.692839620335319,19282.974146973,276.4776127329656,318.8988837801996,83.91500000000001,120.8487966021708
4,Denmark,1982,1.711669639943648,19506.1853782657,270.8189635801251,316.2532064996666,84.02500000000001,120.760028315243
4,Denmark,1983,1.701113564581799,19682.6040833577,277.8485488816938,322.2722338825945,84.134,120.6771354412459
4,Denmark,1984,1.809602789253268,20211.5034725019,288.5582826106562,333.9202196883768,84.243,120.6139452571968
4,Denmark,1985,2.096333157400398,20744.9188953363,295.8723943233957,348.7681307887844,84.351,120.6628362435111
4,Denmark,1986,2.181413110429498,22368.8381887625,295.4769951727691,359.6173088651867,84.458,120.824303916942
4,Denmark,1987,2.141593251757745,22569.2785303235,294.9079231928698,367.056768716208,84.565,120.9489030431706
4,Denmark,1988,2.142502333553497,22539.3618615848,299.6384064305482,370.0584795321637,84.67100000000001,121.0076904930408
4,Denmark,1989,2.199667458598907,22846.8332752776,294.7827161080732,370.4403741231489,84.777,121.080301958009
4,Denmark,1990,1.993799187269096,23328.9539249303,300.5287555444638,368.2295719844358,84.843,121.2771644255721
4,Denmark,1991,2.101159071516626,23527.2877716905,318.9571111332717,369.2859914629414,84.871,121.5923095069592
4,Denmark,1992,2.088421443447288,24205.2685569911,334.147430951566,383.21083172147,84.898,121.880037709168
4,Denmark,1993,2.133511980431051,23936.9451729505,342.2870169146834,374.7735594526884,84.925,122.2867782229555
4,Denmark,1994,2.210834047228486,25330.6908856384,353.234041081945,374.0249759846301,84.952,122.7004477963705
4,Denmark,1995,2.222276149626637,26295.5087301399,355.0291561484343,387.6434583014537,84.979,123.3413386754655
4,Denmark,1996,2.232535586617251,27123.3178369744,356.6356847728153,397.6624857468643,85.006,124.0413386754655
4,Denmark,1997,2.247875161944457,28948.9596257521,364.8066761135449,405.545041635125,85.033,124.5578835729437
4,Denmark,1998,2.249152985576199,30285.19848673,370.6483461561448,412.8654970760234,85.06,125.0110534998822
4,Denmark,1999,2.249239401939081,30977.6271932199,367.9206974934604,419.1389358902049,85.086,125.4253829837379
4,Denmark,2000,2.232370267824503,32337.083675984,361.4492128272894,418.0344958794194,85.09999999999999,125.8452981381098
4,Denmark,2001,2.231850030128109,32129.6032014234,355.3045532912977,427.0246711893853,85.15000000000001,126.2970304030167
4,Denmark,2002,2.258213507576642,32652.9663540146,355.6593267287099,430.4302541310217,85.25,126.7011784115013
4,Denmark,2003,2.337413418311296,31182.9555443258,355.620755785933,443.7777835031961,85.36,127.0462880037709
4,Denmark,2004,2.401692064221024,32246.1289044272,350.4472087545931,456.8944379640329,85.566,127.3750412444025
4,Denmark,2005,2.443060453567828,31887.6490143638,338.9654118734214,470.1232302824635,85.85599999999999,127.7264199858591
5,France,1960,.7631702443523205,9274.13819014663,116.169088599585,157.9309645608758,61.88,85.4746925
5,France,1961,.7876294849658024,9621.90132577387,125.3652407077112,171.6789647463971,62.607,86.3709781104013
5,France,1962,.7832855898643721,10052.8526813577,132.5063332255265,171.207613814131,63.489,87.64269330089888
5,France,1963,.8347534237981526,10537.9410026502,143.4790202233135,207.8808807672727,64.702,88.93359887209944
5,France,1964,.8616085134943635,11133.8072477734,155.8310060145461,225.7907054476474,65.898,90.1465120186425
5,France,1965,.8811609765377926,11559.655286621,167.5627405736148,242.6083971763487,67.071,91.21360895307598
5,France,1966,.899651642272729,12064.3123652519,179.8906700175931,259.4548318566003,68.22499999999999,92.0996391302601
5,France,1967,.9217140363413844,12572.0924011136,194.3960809624166,285.8415904174058,69.357,92.82755686072547
5,France,1968,.9739123583616044,13008.8631614624,208.8713723621025,282.5251919777122,70.238,93.45911908336164
5,France,1969,1.023899443485904,13827.5449241707,220.2888110733939,301.7300713269216,70.648,94.08679684275504
5,France,1970,1.062706566599724,14512.6802374592,236.6473135885986,312.7758469488581,71.05500000000001,94.77541154856219
5,France,1971,1.144494340974337,15264.8519641933,254.6442569272058,296.3764392076893,71.459,95.55021495125702
5,France,1972,1.235580645028045,16002.8478320532,275.158750607227,305.3839875181766,71.86,96.38437375585774
5,France,1973,1.345064034796531,17102.8895150803,296.2484283872487,317.3016286780898,72.256,97.22864640974787
5,France,1974,1.324092462349312,17415.892641621,283.7873374835352,326.5437862608288,72.65000000000001,98.01000609972131
5,France,1975,1.356390930410335,17344.9471075532,294.6527493936818,331.0836597945546,72.926,98.67868896169594
5,France,1976,1.47161641242338,18082.8953602568,308.2755681709415,343.5716569858385,72.997,99.21729252729351
5,France,1977,1.47821141842999,18668.6713724885,311.1281335319359,359.7766769964744,73.068,99.6518100101175
5,France,1978,1.57324669260348,19549.7105489551,319.2684799066619,373.8959882286924,73.14,100.0282778696997
5,France,1979,1.574308249664409,20205.7486868443,320.2997063867827,385.2022286032329,73.211,100.4132451613139
5,France,1980,1.59584475561375,20261.8559297476,316.7062836228808,392.880869454464,73.282,100.8548193277157
5,France,1981,1.614801272426649,19534.897838329,321.8612599788251,390.7091158453882,73.352,101.367290883656
5,France,1982,1.616721776264124,19423.1645896623,320.3524166819459,400.6646627812934,73.425,101.9359383161117
5,France,1983,1.62208734430998,19132.1318031733,320.4815740102997,427.6998012406631,73.5,102.5444859615097
5,France,1984,1.640116952641813,18777.4917029712,320.3051931041659,430.5703644647788,73.575,103.1654156759185
5,France,1985,1.62692024543073,18567.1202417391,312.8191918093743,445.4580670822173,73.65000000000001,103.7777327299357
5,France,1986,1.692935362884527,19363.0152222216,319.3062254303701,454.3321533652305,73.72499999999999,104.3804125895326
5,France,1987,1.739303401507196,19787.7803202814,318.3214006879242,463.1226398179371,73.8,104.9787295047538
5,France,1988,1.834999705209814,20811.60102117,321.605020456778,473.4834573979017,73.875,105.5650350825289
5,France,1989,1.871161979888295,21612.488256819,314.0915911247108,482.4126501298755,73.95,106.1308079756596
5,France,1990,1.930175317238541,22161.6411816928,307.9651730218811,492.0841284216662,74.056,106.6706150491448
5,France,1991,1.985755025456191,22270.0878561169,300.7493270838405,496.0299855257595,74.229,106.9406646869966
5,France,1992,2.018038916137059,22553.1968600542,294.8382724309036,497.4772970349134,74.401,107.4741894127831
5,France,1993,2.028590676133672,22307.6708835128,284.0365327016854,502.0825161759451,74.572,107.9414591117783
5,France,1994,2.036045266179586,22813.7881924707,272.9841301910621,510.2880102415652,74.743,108.3445520722616
5,France,1995,2.044483479547297,23255.9349114447,257.9915446424548,512.8688443200541,74.91200000000001,108.7370490497949
5,France,1996,2.033236700616983,23511.8961083012,245.5983914853423,518.8651951761319,75.08199999999999,109.1229550410361
5,France,1997,2.067747816882561,24809.6843017662,238.2104187140133,529.009796818186,75.25,109.5097065924473
5,France,1998,2.13391410091036,26410.0327914719,235.6726435203033,541.0788602870765,75.417,109.9140158446653
5,France,1999,2.129085037276345,27423.4276144538,233.4554967504179,551.7733201761296,75.614,110.4806909121457
5,France,2000,2.162497360700866,28771.6497303311,224.3435046612309,560.993823671388,75.871,111.239662433387
5,France,2001,2.175347125309008,29660.3667259092,216.556808675963,569.821318263305,76.127,112.0517435341128
5,France,2002,2.158301469976593,29976.6102148457,207.3839863609715,576.1249465467373,76.38,112.8475706173426
5,France,2003,2.121541634093786,28384.0582511589,193.0514522928507,586.7465252966326,76.63200000000001,113.6495955593697
5,France,2004,2.109657502654496,28762.7099669957,182.1150515785583,597.268472542688,76.883,114.4888728613946
5,France,2005,2.068657260831864,29039.8343394322,169.2249963696798,608.2426343334643,77.13,115.3566921082423
6,Greece,1960,.277253509927416,4009.70474991552,17.40335884825771,9.627849024115477,55.936,64.6508921644686
6,Greece,1961,.3179309482558451,4527.57216689167,27.74453593393704,11.35714079409267,56.453,65.15166795965865
6,Greece,1962,.3255118555560672,4462.88814805889,26.63278818186004,12.81656689014621,57.34,65.54098525989139
6,Greece,1963,.3384583634299866,5012.7909717735,28.30313840529504,14.70518947305443,58.222,65.78452288595811
6,Greece,1964,.3090325998842126,5387.08217698208,36.42589580384255,17.32080247619176,59.099,66.02349883630721
6,Greece,1965,.3216249004570933,5941.6783513623,39.29671511039395,20.78362758557304,59.969,66.33307214895268
6,Greece,1966,.3471234207190423,6385.57219640158,46.4379158152565,23.68176371031342,60.833,66.82429014740109
6,Greece,1967,.3627323905515467,6672.10664733233,52.50983177508105,26.80045496383038,61.691,67.37073700543057
6,Greece,1968,.3718210019374735,7094.90741483117,59.94898615853418,30.64072638107073,62.543,67.81043444530644
6,Greece,1969,.4035216267073866,7893.43356904997,65.20179956966813,34.42417152130728,63.385,68.05868114817689
6,Greece,1970,.5060955512950018,8588.245622769109,71.87694121762723,39.10124734945835,64.22,68.21416602017068
6,Greece,1971,.5480670671028858,9209.80529897158,78.81295014537365,44.54132711691894,64.95099999999999,68.51075252133437
6,Greece,1972,.6322685570821504,10087.2339883466,93.94025714654724,50.12373797447714,65.45399999999999,68.95754848719938
6,Greece,1973,.6876403699102013,10858.9123774737,100.6821974835946,57.04367106289509,65.952,69.27141970519783
6,Greece,1974,.561257269843792,9986.61276072022,88.70765994548998,62.94643500325697,66.44799999999999,69.52693560899922
6,Greece,1975,.5604351983813483,10386.9352967829,96.9431299764186,71.83426019946864,66.94,70.18262994569433
6,Greece,1976,.7847063881194799,10974.3846152459,109.2711808144186,81.5921646019319,67.429,71.2812257564003
6,Greece,1977,.8465400201257369,11165.4169124609,124.1878506681919,97.13052379041798,67.91200000000001,72.21473235065943
6,Greece,1978,.8939593480735175,11817.1416379341,139.0249947004011,112.1901636244186,68.393,73.15716834755625
6,Greece,1979,.9226813938207368,11988.655116961,138.2451123545258,126.3809421776713,68.87,74.07492629945695
6,Greece,1980,.9800357894551259,11881.0327950084,137.6198404875082,133.5337514957211,69.343,74.80608999224205
6,Greece,1981,.9959555365980255,11852.0606159195,143.2778140369089,140.918130760265,69.746,75.47982932505819
6,Greece,1982,1.007200256029079,11528.264372907,149.1391859840219,154.2440758828574,69.94,75.9465709852599
6,Greece,1983,1.094791140153882,11430.7030608613,153.8597938156894,164.9964047970034,70.134,76.38965865011637
6,Greece,1984,1.143919527080223,11615.2176826972,163.402639159781,176.3200316765337,70.327,76.7711481768813
6,Greece,1985,1.175724510030903,11956.1175069144,174.7480949840452,189.505162621521,70.518,77.06982156710629
6,Greece,1986,1.196924355885642,12419.6923372424,182.6990152613373,200.0767197919827,70.709,77.32515903801396
6,Greece,1987,1.230926759857788,12298.9941584167,194.7884100895997,209.4306234621559,70.90000000000001,77.58413498836308
6,Greece,1988,1.339047799523024,13196.5142926545,207.9310087503386,219.2821704733384,71.09,77.86643134212568
